tahun,kode_provinsi,provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_penduduk,luas_wilayah,kepadatan_penduduk,persentase_akses_air_minum_layak,persentase_memiliki_jamban_layak,persentase_akses_sanitasi_layak,tingkat_pengangguran,rata_rata_pendapatan,persentase_penduduk_miskin,garis_kemiskinan(rupiah/kapita/bulan),indeks_pembangunan_literasi,indeks_pembangunan_manusia,rata_rata_pendidikan_akhir,jumlah_tenaga_kesehatan_gizi,jumlah_puskesmas,penerima_bpjs_non_pbi,prevalensi_ketidakcukupan_pangan,jumlah_bencana_kekeringan,prevalensi_underweight,prevalensi_overweight,prevalensi_wasting,prevalensi_stunting,label
2023,36,Banten,3674,Kota Tangerang Selatan,1391649,164.86,8441.398763,97.91,97.87,99.29,5.81,5715633,2.57,782543,54.69,83.57,SMA,144,29,52.33,1.92,1,8.8,5.2,6.3,9.2,Tidak Prioritas
2023,11,Aceh,1101,Simeulue,97100,1821.75,53.30039797,83.1,84.03,72.67,5.85,1239279,17.92,538693,55.22,69.98,SMP,29,14,13.44,10.91,0,28.2,1.9,17.8,30.7,Prioritas
2023,11,Aceh,1102,Aceh Singkil,133300,1852.82,71.94438747,83.99,90.5,67.93,6.84,1512263,19.15,568691,66.77,71.14,SMP,37,11,18.9,7.31,0,16.1,8.6,11.8,34.1,Prioritas
2023,11,Aceh,1103,Aceh Selatan,239500,4175.37,57.36018604,82.44,86.26,74.54,4.73,1433511,12.1,494565,50.96,71.14,SMP,60,26,9.77,13.7,0,20.1,6.7,13.1,40.2,Prioritas
2023,11,Aceh,1104,Aceh Tenggara,230900,4179.12,55.25086621,88.04,74.56,65.08,5,1624077,12.45,471301,62.67,72.93,SMP,21,19,11.12,12.97,0,24.7,2.4,12.1,32.9,Prioritas
2023,11,Aceh,1105,Aceh Timur,438100,5432.63,80.64234082,82.46,86.59,70.01,8.03,2192946,13.39,530934,45.29,70.73,SMP,66,27,4.13,8.61,0,28.1,3.2,14.7,29.7,Prioritas
2023,11,Aceh,1106,Aceh Tengah,223800,4521.7,49.49465909,91.02,94.22,92.61,4.42,1878277,14.38,584863,56.02,76.45,SMP,66,17,5.89,8.61,0,11.4,4,6.1,23.6,Prioritas
2023,11,Aceh,1107,Aceh Barat,204800,2818.17,72.67127249,97.09,95.45,90.16,6.07,2323189,17.86,616091,62.97,74.62,SMP,118,10,18.83,6.16,0,21.8,7.4,16.9,33.4,Prioritas
2023,11,Aceh,1108,Aceh Besar,422400,2882.83,146.5226878,92.63,80.38,89.07,8.17,1573138,13.38,564431,71.2,75.98,SMP,97,31,12.64,8.58,0,26.6,3.8,20.2,30.1,Prioritas
2023,11,Aceh,1109,Pidie,448100,3133.93,142.9834106,87.6,51.03,60.36,5.92,1975656,18.78,579450,52.02,72.95,SMP,90,26,6.48,9.12,0,23.6,2.7,17.3,29.5,Prioritas
2023,11,Aceh,1110,Bireuen,453200,1793.27,252.7226798,92.62,89.94,84.96,4.14,1558676,12.12,486667,56.13,74.56,SMP,77,23,7.92,7.62,0,31.9,1.6,15.9,32.9,Prioritas
2023,11,Aceh,1111,Aceh Utara,624900,2711.15,230.4925954,92.47,85.27,77.95,7.07,2077411,16.64,454361,61.63,72.5,SMP,75,31,5.33,14.24,0,20.4,1.3,10.4,25.2,Prioritas
2023,11,Aceh,1112,Aceh Barat Daya,157000,1882.28,83.40948212,92.69,77.01,64.69,4.08,1630515,15.43,474127,72.17,70.47,SMP,50,13,7.25,9.64,0,21.5,0.9,10.4,27.9,Prioritas
2023,11,Aceh,1113,Gayo Lues,104900,5541.28,18.93064418,79.64,71.43,46.05,2.65,1667016,18.82,514836,67.52,70.82,SMP,25,13,9.72,9.18,0,5.6,8.8,5,15.4,Tidak Prioritas
2023,11,Aceh,1114,Aceh Tamiang,305200,2184.4,139.7180004,87.5,92.42,78.61,7.21,1650746,12.51,555387,58.84,73.02,SMP,28,14,18.96,12.05,1,26.8,3.7,17,35.9,Prioritas
2023,11,Aceh,1115,Nagan Raya,174300,3416.32,51.01981079,93.28,88.32,82.72,5.74,2578334,17.25,594374,52.28,72.15,SMP,49,15,19.88,3.43,0,25.5,5.8,17.6,31.6,Prioritas
2023,11,Aceh,1116,Aceh Jaya,97600,3893.05,25.07031762,87.87,82.16,78.83,2.88,1710128,12.42,515244,70.22,72.44,SMP,36,12,8.22,9.44,0,21,3,13.3,34,Prioritas
2023,11,Aceh,1117,Bener Meriah,169200,1930.75,87.63433899,85.16,93.12,87.04,2.45,1933532,18.31,551868,47.07,76.06,SMP,27,12,6.57,7.22,0,17.3,2.9,5,32.2,Prioritas
2023,11,Aceh,1118,Pidie Jaya,164400,953.12,172.4861507,90.26,80.07,78.07,4.34,1654184,18.4,572452,64.08,76.04,SMP,52,14,7.37,9.47,0,22.7,3.1,12.9,29.4,Prioritas
2023,11,Aceh,1171,Kota Banda Aceh,262000,55.85,4691.136974,98.63,91.71,99.91,8.03,2148715,7.04,814530,69.96,88.32,SMA,119,11,30.32,5.47,0,18.9,3,12.9,21.7,Prioritas
2023,11,Aceh,1172,Kota Sabang,42900,122.04,351.5240905,92.67,94.66,93.96,3.92,1697952,14.59,715446,74.66,78.7,SMA,23,6,24.95,9.01,0,24.4,4,16.9,25.6,Prioritas
2023,11,Aceh,1173,Kota Langsa,194700,217.17,896.5326703,99.11,84.38,92.92,7.73,1919587,10.53,512319,61.79,80.5,SMA,35,4,23.46,9.89,0,19.9,4.6,12.4,25.6,Prioritas
2023,11,Aceh,1174,Kota Lhokseumawe,197400,136.49,1446.259799,98.31,95.73,90.36,8.78,2015048,10.73,498431,68.25,80.26,SMA,32,7,21.93,6.09,0,17.4,4,10.1,20.7,Prioritas
2023,11,Aceh,1175,Kota Subulussalam,96900,1183.6,81.86887462,55.58,84.81,63.4,5.69,2079309,16.41,487777,67.26,69.66,SMP,13,7,11.23,7.3,0,20,4.4,14.8,29.6,Prioritas
2023,12,Sumatera Utara,1201,Nias,153658,902.395,170.2779825,51.33,72.65,23.86,2.31,900622,15.1,485533,47.89,65.15,SD,34,10,7.87,8.14,0,12.7,3.8,7.6,20.3,Prioritas
2023,12,Sumatera Utara,1202,Mandailing Natal,496975,6547.257,75.90583354,78.93,59.45,35.89,7.45,1419463,8.86,487436,41.87,72.65,SMP,44,27,13.6,9.03,0,15.8,2.3,7.8,20.7,Prioritas
2023,12,Sumatera Utara,1203,Tapanuli Selatan,312540,4201.035,74.39595243,75.78,66.82,51.54,3.49,1389511,7.01,480834,69.36,74.58,SMP,9,16,15.96,8.1,0,5.7,1.8,0.9,15.6,Tidak Prioritas
2023,12,Sumatera Utara,1204,Tapanuli Tengah,386895,2307.677,167.6556121,78.31,75.99,60.46,7.81,1149758,11.5,489760,40.53,72.77,SMP,37,25,18.53,6.99,0,16.5,2.2,7.5,23.8,Prioritas
2023,12,Sumatera Utara,1205,Tapanuli Utara,323102,3895.604,82.94015511,90.83,96.53,91.21,1.03,1467408,8.54,499881,52.8,76.86,SMP,48,20,21.43,7.05,0,10.2,2.9,4,27.4,Prioritas
2023,12,Sumatera Utara,1206,Toba Samosir,213850,2291.616,93.31842682,96.04,90.45,93.26,1.3,1571703,8.04,496950,61.36,77.83,SMP,24,19,27.61,6.91,0,15.1,4,2.2,28,Prioritas
2023,12,Sumatera Utara,1207,Labuhan Batu,513826,2772.384,185.3372404,91.88,93.04,84.79,5.99,1988546,7.99,524240,51.09,74.7,SMP,29,16,26.61,7.38,0,12.1,3.9,6.9,20.2,Prioritas
2023,12,Sumatera Utara,1208,Asahan,802563,3737.83,214.7136173,93.94,93.83,92.13,6.12,1783647,8.21,427293,51.69,73.59,SMP,41,34,21.91,8.65,0,11.1,1.8,6.7,11,Tidak Prioritas
2023,12,Sumatera Utara,1209,Simalungun,1035920,4601.477,225.1277144,98.48,94.55,92.96,5.35,1576709,7.87,467926,51.52,75.17,SMP,59,43,31,11.19,0,12.9,1.3,7.3,17.7,Tidak Prioritas
2023,12,Sumatera Utara,1210,Dairi,324747,2083.604,155.8583109,92.31,95.49,94.42,1.23,1724104,7.47,463360,48.29,75.18,SMP,32,17,25.22,7.66,0,11.5,4.3,4,32.6,Prioritas
2023,12,Sumatera Utara,1211,Karo,420799,2206.876,190.6763225,93.13,94.15,88.11,2.63,2425901,7.98,606244,53.55,76.88,SMP,63,19,33.58,5.42,0,10.6,5.9,6.1,24.7,Prioritas
2023,12,Sumatera Utara,1212,Deli Serdang,2018164,2581.232,781.8607549,95.51,90.62,96.78,8.62,2256584,3.44,479509,50.57,77.16,SMP,113,36,27.87,9.7,0,24.3,5.3,13.9,33.8,Prioritas
2023,12,Sumatera Utara,1213,Langkat,1066711,614.035,1737.215305,96.29,92.31,90.65,6.33,1497061,9.23,483543,48.86,74.33,SMP,45,35,21.12,10.75,0,14.5,3.6,10.7,16.9,Tidak Prioritas
2023,12,Sumatera Utara,1214,Nias Selatan,382539,2531.703,151.0994773,64.55,56.54,15.63,3.48,973347,16.39,379929,43.47,64.98,SD,33,41,4.06,13.45,0,13,7.5,8.1,31.8,Prioritas
2023,12,Sumatera Utara,1215,Humbang Hasundutan,204700,2351.514,87.05030036,94.94,95.79,96.99,0.84,1349301,8.69,451625,48.16,72.49,SMP,18,11,21.7,5.82,0,8.7,2.6,3.1,18.4,Tidak Prioritas
2023,12,Sumatera Utara,1216,Pakpak Bharat,55172,1365.607,40.40108172,73.47,90.58,83.74,0.45,1110994,7.54,384812,58.36,72.3,SMP,14,8,15.37,5.26,0,13.2,2.5,3,28.9,Prioritas
2023,12,Sumatera Utara,1217,Samosir,141333,185.035,763.8176561,74.78,94.77,93.18,1.03,1246935,11.66,425875,62.94,72.93,SMP,22,13,23.62,6.31,0,8.2,4,1.9,22.4,Prioritas
2023,12,Sumatera Utara,1218,Serdang Bedagai,682918,1949.18,350.3616906,97.53,91.32,93.29,4.97,1775878,7.44,503955,41.54,73.4,SMP,23,20,27.73,10.59,0,12.1,0.9,5.1,14.4,Tidak Prioritas
2023,12,Sumatera Utara,1219,Batu Bara,430533,888.142,484.756942,97.21,86.78,92.54,5.88,1824252,11.38,556529,53.95,72.56,SD,19,14,19.68,8.44,0,22.4,3.4,17.6,17.7,Tidak Prioritas
2023,12,Sumatera Utara,1220,Padang Lawas Utara,275448,3945.557,69.81219635,83.78,83.78,72.22,4.42,1969413,8.79,467457,46.62,73.45,SMP,18,17,19.01,6.09,0,14.5,6,8.4,21.8,Prioritas
2023,12,Sumatera Utara,1221,Padang Lawas,275648,3914.413,70.418732,85.99,76.35,68.32,5.75,1929614,7.89,449217,46.79,72.16,SMP,59,16,15.59,5.26,0,16.3,1.4,9.3,17.7,Tidak Prioritas
2023,12,Sumatera Utara,1222,Labuhan Batu Selatan,330797,3079.61,107.4152247,90.47,90.94,87.49,3.43,1932994,8.06,486275,52.29,74.23,SMP,20,18,24.05,5.33,0,10.3,4.7,10.5,16,Tidak Prioritas
2023,12,Sumatera Utara,1223,Labuhan Batu Utara,401863,3686.013,109.0237609,95.48,92.46,84.75,4.84,1841654,9.08,573783,60.13,75.45,SMP,16,17,24.95,7.69,0,7.9,1.5,4.6,9.6,Tidak Prioritas
2023,12,Sumatera Utara,1224,Nias Utara,155873,1238.055,125.9015149,66.28,74.02,37.9,2.57,722504,21.79,501443,48.61,65.44,SD,23,10,12.13,9.2,0,15.7,1.3,11.2,20.3,Prioritas
2023,12,Sumatera Utara,1225,Nias Barat,95334,464.219,205.3642785,71.05,73,36.52,0.8,779279,22.81,520543,61.17,64.68,SD,12,11,9.5,10.95,0,25.7,5.1,15.5,28.9,Prioritas
2023,12,Sumatera Utara,1271,Kota Sibolga,91265,11.471,7956.150292,88.85,91.28,35.05,6.79,1717940,11.42,568188,64.62,77.07,SMP,18,5,16.41,7.32,0,11.5,1.8,8.5,10.6,Tidak Prioritas
2023,12,Sumatera Utara,1272,Kota Tanjung Balai,183170,60.072,3049.174324,100,92.61,94.37,4.47,1814875,12.21,554065,57.08,75.42,SMP,27,8,16.71,7.56,0,3.2,1.9,5.1,5.7,Tidak Prioritas
2023,12,Sumatera Utara,1273,Kota Pematangsiantar,274838,75.919,3620.147789,99.96,96.56,91.22,8.62,1992902,7.24,670183,60.52,80.46,SMA,54,19,36.42,9.09,0,7.2,4.5,4.2,7.7,Tidak Prioritas
2023,12,Sumatera Utara,1274,Kota Tebing Tinggi,178914,39.17,4567.628287,99.13,94.69,92.76,6.24,2145996,9.49,623531,68.4,78.17,SMA,42,9,28.11,9.78,0,15.8,3.4,15.8,10.4,Tidak Prioritas
2023,12,Sumatera Utara,1275,Kota Medan,2474166,279.29,8858.770454,98.05,90.9,91.97,8.67,2319934,8,651901,34.98,82.61,SMA,253,39,34.79,7.3,0,3.3,3.9,4,5.8,Tidak Prioritas
2023,12,Sumatera Utara,1276,Kota Binjai,303272,93.77,3234.211368,64.47,90.68,95.44,6.1,1976232,4.79,538638,57.25,78.11,SMA,32,8,40.57,11.5,0,17.3,4,11.6,19.4,Tidak Prioritas
2023,12,Sumatera Utara,1277,Kota Padang Sidempuan,236217,159.298,1482.862308,80.11,84.79,44.79,7.57,1921091,6.85,523244,61.54,78.1,SMA,13,10,32.72,7.45,0,17.2,3,8.3,26.1,Prioritas
2023,12,Sumatera Utara,1278,Kota Gunungsitoli,142890,208.684,684.7194802,51.33,91.15,55.37,3.67,1063981,14.78,459787,49.38,71.55,SMP,20,7,19.19,9.66,0,14.3,2.5,4.3,18.9,Tidak Prioritas
2023,13,Sumatera Barat,1301,Kepulauan Mentawai,91430,5983.222,15.28106428,68.34,78.6,72.28,1.33,884565,13.72,421113,45.67,65.79,SMP,26,15,10.77,10.62,0,24.3,2.4,12.7,33.7,Prioritas
2023,13,Sumatera Barat,1302,Pesisir Selatan,525360,6045.649,86.898859,86.8,82.66,76.82,4.75,1490558,7.34,554057,81.6,72.24,SMP,62,20,18.57,8.65,0,21.9,3.4,9.5,27,Prioritas
2023,13,Sumatera Barat,1303,Solok,405380,3590.404,112.9065141,82.36,73.74,59.75,4.99,1894003,7.13,532900,46.27,71.92,SMP,45,19,16.73,6.83,0,15,3,4.5,25.4,Prioritas
2023,13,Sumatera Barat,1304,Sijunjung,243710,3150.58,77.35401101,69.6,80.47,72.18,4.71,1715280,5.88,529460,83.96,72.03,SMP,51,13,24.62,5.88,0,25.3,1.4,12.1,28.5,Prioritas
2023,13,Sumatera Barat,1305,Tanah Datar,383680,1377.186,278.5970813,87.17,78.53,62.99,5.35,1671672,4.16,515587,59.27,75.57,SMP,45,23,21.8,9.54,0,13.2,1.6,6.5,18.5,Tidak Prioritas
2023,13,Sumatera Barat,1306,Padang Pariaman,451390,1342.266,336.2895283,87.19,85.55,61.77,6.69,1797095,6.34,548147,46.8,74.54,SMP,57,25,25.64,7.41,0,19.5,1.8,12.4,19.4,Tidak Prioritas
2023,13,Sumatera Barat,1307,Agam,551890,2226.27,247.8989521,90.02,83.94,77.04,4.96,1869359,6.6,530290,47.98,74.44,SMP,49,23,18.2,9.86,0,13.2,2.8,7.9,20.1,Prioritas
2023,13,Sumatera Barat,1308,Lima Puluh Kota,396430,3273.405,121.1063098,69.39,77.76,60.64,3.95,1507992,6.8,553068,85.47,72.05,SMP,50,22,10.95,6.85,0,15.9,2.6,5.1,28.6,Prioritas
2023,13,Sumatera Barat,1309,Pasaman,313200,3902.444,80.25739767,81.44,66.77,46.74,5.09,1217424,6.8,472703,62.79,69.85,SMP,62,18,6.77,8.67,0,21.8,4.2,9.9,29.4,Prioritas
2023,13,Sumatera Barat,1310,Solok Selatan,191540,3282.144,58.35819513,80.11,78.74,54.69,2.57,1700819,6.45,516004,52.91,72.24,SMP,16,11,18.52,8.01,0,11.8,0.9,13.4,14.7,Tidak Prioritas
2023,13,Sumatera Barat,1311,Dharmasraya,239920,2920.925,82.1383637,71.5,87.51,81.57,6.22,1682687,5.56,581058,52.5,73.87,SMP,56,15,20.08,6.25,0,16.9,2.5,10,17.7,Tidak Prioritas
2023,13,Sumatera Barat,1312,Pasaman Barat,450050,3852.993,116.8052992,78.79,82.9,71.64,6.01,1871666,6.92,596225,58,72.03,SMP,61,20,19.69,7.21,0,19.5,2,9,29.7,Prioritas
2023,13,Sumatera Barat,1371,Kota Padang,942940,694.337,1358.043717,98.64,78.03,78.56,10.86,2304160,4.17,698720,72.49,83.98,SMA,152,22,43.65,6.52,1,18.7,3.7,12,24.2,Prioritas
2023,13,Sumatera Barat,1372,Kota Solok,77840,58.72,1325.613079,96.22,92.57,94.35,3.72,1942382,3.05,538682,89.61,79.66,SMA,28,4,25.33,6.71,0,15.7,0.9,7.2,16.3,Tidak Prioritas
2023,13,Sumatera Barat,1373,Kota Sawahlunto,67760,231.945,292.1382224,90.46,91.24,90.18,4.98,1655840,2.27,487610,88.33,75.91,SMP,21,6,28.14,8.76,0,16.3,1.9,9.1,19.5,Tidak Prioritas
2023,13,Sumatera Barat,1374,Kota Padang Panjang,58630,23.56,2488.539898,99.07,86.35,76.31,5.49,1991559,5.24,599681,88.22,79.76,SMA,15,4,26.47,6.81,0,8.3,1.9,2.5,15.8,Tidak Prioritas
2023,13,Sumatera Barat,1375,Kota Bukittinggi,124050,24.173,5131.758574,99.95,90.87,89.32,4.99,2042863,4.11,619896,74.96,81.88,SMA,55,7,42.2,6.21,0,12.6,3.1,5.3,20.1,Prioritas
2023,13,Sumatera Barat,1376,Kota Payakumbuh,144830,74.552,1942.670887,98.63,93.64,87.75,4.84,2012439,5.44,616357,77.43,80.14,SMA,29,8,24.95,6.51,0,12.8,2.9,10.7,19.8,Tidak Prioritas
2023,13,Sumatera Barat,1377,Kota Pariaman,97210,64.767,1500.918678,94.48,84.19,84.18,5.68,1490620,4.2,576455,70.99,79.76,SMA,41,7,21.88,8.38,0,18.2,1.8,9.6,17.7,Tidak Prioritas
2023,14,Riau,1401,Kuantan Singingi,345610,5457.86,63.32335384,83.02,90.82,85.36,2.49,1881702,8.07,693493,64.78,73.35,SMP,51,25,18.19,13.75,0,18.3,3.6,12.2,23,Prioritas
2023,14,Riau,1402,Indragiri Hulu,462220,7871.85,58.71809041,73.31,89.96,85.43,2.47,2102346,6.06,626671,60.88,72.28,SMP,24,20,13.18,12.31,0,11.2,2.9,7.7,12.7,Tidak Prioritas
2023,14,Riau,1403,Indragiri Hilir,677290,13521.26,50.09074598,90.27,87.35,57.13,1.71,1748477,5.64,597122,48.99,69.64,SMP,53,29,11.21,17.06,0,14.6,5.3,7.1,18.8,Tidak Prioritas
2023,14,Riau,1404,Pelalawan,408540,13262.11,30.80505289,82.81,96.43,85.3,2.26,2862890,8.15,689786,66.96,74.69,SMP,50,14,26.88,10.96,0,12.3,2.9,8.6,10.1,Tidak Prioritas
2023,14,Riau,1405,Siak,477060,7805.54,61.11812892,93.76,94.42,91.15,5.82,2359854,5.23,558867,70.06,75.97,SMP,56,16,34.02,10.33,0,14.3,2.6,8.9,10.4,Tidak Prioritas
2023,14,Riau,1406,Kampar,881030,10352.8,85.1006491,94.18,95.33,86.4,3.38,2389856,7.04,547696,56.7,75.59,SMP,66,31,20.68,12.01,0,5.6,2.3,4.9,7.6,Tidak Prioritas
2023,14,Riau,1407,Rokan Hulu,585180,7658.15,76.41271064,90.75,94.43,89.49,3.45,2037171,9.72,647599,52.69,72.28,SMP,53,23,18.8,9.32,0,11.9,2.3,10.4,15.9,Tidak Prioritas
2023,14,Riau,1408,Bengkalis,584920,8616.36,67.88481447,95.64,95.31,91.11,7.09,2192943,6.31,713826,53.86,75.96,SMP,78,19,29.01,12.77,0,17.5,2.2,9.1,17.9,Tidak Prioritas
2023,14,Riau,1409,Rokan Hilir,663960,9068.46,73.21640058,86.56,97.21,79.71,4.42,2480756,7.07,511610,50.36,71.98,SMP,47,20,12.78,12.62,0,13.5,2.7,8.1,16.6,Tidak Prioritas
2023,14,Riau,1410,Kepulauan Meranti,211790,3623.56,58.44804557,93.37,90.81,57.67,5.17,1489469,22.98,623576,63.19,68.96,SMP,21,10,5.58,15.95,0,15.4,3.3,8.6,19.6,Tidak Prioritas
2023,14,Riau,1471,Kota Pekanbaru,1016360,638.33,1592.217192,99.17,96.13,95.13,6.2,2394334,3.16,712000,70.77,83.67,SMA,229,20,44.72,11.75,0,10.9,4,9.2,8.7,Tidak Prioritas
2023,14,Riau,1473,Kota Dumai,328910,2059.61,159.6952821,89.81,97.74,95.5,5.15,2459471,3.21,601348,68.42,76.45,SMA,50,11,16.88,12.42,0,11.8,1.8,5.3,14.9,Tidak Prioritas
2023,15,Jambi,1501,Kerinci,255120,3445.2,74.05085336,79.25,78.26,68.98,2.48,1987865,7.54,485838,53.15,73.77,SMP,47,24,16.83,15.09,0,6.5,1.5,4.7,8.7,Tidak Prioritas
2023,15,Jambi,1502,Merangin,368390,7540.12,48.85731262,55.9,84.6,81.15,4.35,2109410,8.9,537492,41.64,71.81,SMP,58,27,21.93,15.14,0,6.1,6.4,4.2,14.9,Tidak Prioritas
2023,15,Jambi,1503,Sarolangun,302240,5935.89,50.9173856,71.44,79.7,79.79,5.09,1886101,8.54,545939,60.35,73.05,SMP,36,16,23.78,12.77,0,2.3,1,1,4.8,Tidak Prioritas
2023,15,Jambi,1504,Batang Hari,312730,5387.52,58.0471163,82.6,86.83,82.86,3.85,2236616,9.45,540168,55.99,72.5,SMP,37,19,17.56,15.48,0,9.5,2.3,6,10.1,Tidak Prioritas
2023,15,Jambi,1505,Muaro Jambi,418800,5225.8,80.14083968,73,93.52,85.66,5.4,2130113,4.43,535244,55.39,72.26,SMP,43,22,26.41,11.14,0,11.2,2.3,7.7,12,Tidak Prioritas
2023,15,Jambi,1506,Tanjung Jabung Timur,236730,4546.62,52.06724996,86.91,94.82,74.96,1.67,1971055,10.85,514905,57.97,69.85,SD,29,17,19.84,12.32,0,16.4,6.2,11.2,23.7,Prioritas
2023,15,Jambi,1507,Tanjung Jabung Barat,330470,5546.06,59.58644515,92.04,86.79,77.87,2.95,1814694,9.79,499318,56.39,71.44,SMP,40,16,18.28,14.32,0,11.3,3.2,7.6,14.1,Tidak Prioritas
2023,15,Jambi,1508,Tebo,350760,6103.74,57.46640584,74.76,90.69,80.69,1.71,2072967,6.46,528310,56.86,71.99,SMP,30,20,21.45,13.98,0,13.7,4.9,7.9,22.7,Prioritas
2023,15,Jambi,1509,Bungo,376380,4760.83,79.05764331,76.02,83.47,83.86,5.23,1901878,5.29,517119,55.63,73.57,SMP,42,20,24.62,9.54,0,8.4,3,5.3,13.7,Tidak Prioritas
2023,15,Jambi,1571,Kota Jambi,627770,169.89,3695.155689,98.41,97.47,98.08,8.27,3235097,8.24,667447,60.17,80.93,SMA,88,20,41.78,10.66,0,7.2,15.6,9.9,13.5,Tidak Prioritas
2023,15,Jambi,1572,Kota Sungai Penuh,99770,364.92,273.4023896,90.74,73.54,83.52,3.8,2021608,3,491568,78.39,77.2,SMA,52,11,23.17,15.75,0,3.1,0.8,1.4,4.1,Tidak Prioritas
2023,16,Sumatera Selatan,1601,Ogan Komering Ulu,379130,3774.5,100.4450921,82.33,85.49,80.78,4.13,1389032,11.46,548200,47.3,73.17,SMP,50,19,22.31,6.22,1,14.7,3.1,6.2,15.7,Tidak Prioritas
2023,16,Sumatera Selatan,1602,Ogan Komering Ilir,797429,17071.33,46.71159189,80.59,76.72,69.73,3.23,2105053,13.15,444881,35.46,70.8,SD,52,33,10.32,6.3,0,20.1,7.4,8.3,32.5,Prioritas
2023,16,Sumatera Selatan,1603,Muara Enim,633779,6763.91,93.70009358,90.78,82.91,85.58,3.92,1487470,10.93,467396,62.21,72.33,SMP,64,22,13.32,6.13,0,17.5,5.3,11.1,25.9,Prioritas
2023,16,Sumatera Selatan,1604,Lahat,444949,4333.07,102.6867787,86.16,78.55,70.19,3.41,1597063,15,547203,55.24,72.15,SMP,84,33,18.13,5.41,0,7.9,1.2,4.1,7.8,Tidak Prioritas
2023,16,Sumatera Selatan,1605,Musi Rawas,407694,6122.59,66.58848625,89.34,93.15,74.5,1.95,1694338,14.13,564151,73.55,70.52,SD,57,20,15.17,8.12,0,20.1,4,11.4,21.9,Prioritas
2023,16,Sumatera Selatan,1606,Musi Banyuasin,644386,14550.79,44.2852931,85.58,90.97,83.52,2.58,2415678,14.9,593258,61.65,71.3,SMP,73,29,11.37,4.58,0,16,4.4,9.6,16.5,Tidak Prioritas
2023,16,Sumatera Selatan,1607,Banyu Asin,874210,12262.76,71.28982382,80.66,91.22,74.53,3.35,2397537,9.58,509264,63.7,70.67,SD,61,35,16.15,4.48,0,17.1,4.4,11,20.4,Prioritas
2023,16,Sumatera Selatan,1608,Ogan Komering Ulu Selatan,424190,3412.72,124.2967486,80.18,76.51,63.2,1.81,1167018,10.36,413228,52.61,69.05,SMP,23,19,7.59,10.47,0,12.9,6.8,11.4,23,Prioritas
2023,16,Sumatera Selatan,1609,Ogan Komering Ulu Timur,668035,4369.25,152.8946616,96.92,90.01,88.25,3.96,1322883,9.99,410548,47.81,73.05,SMP,54,22,15.48,8.4,0,8.7,2.4,7.5,9.3,Tidak Prioritas
2023,16,Sumatera Selatan,1610,Ogan Ilir,431043,2302.86,187.1772492,75.1,76.55,76.17,2.1,1639946,13.28,571657,59.43,72.01,SMP,44,26,13.97,8.55,0,16.7,5.8,7.9,22.9,Prioritas
2023,16,Sumatera Selatan,1611,Empat Lawang,342178,2234.1,153.161452,65.94,68.45,67.81,3.09,1364698,11.8,411191,58.92,69.07,SMP,41,10,9.64,12.35,0,18.9,4.6,12.5,32.6,Prioritas
2023,16,Sumatera Selatan,1612,Penukal Abab Lematang Ilir,202681,1842.56,109.9996744,91.18,92.79,95.22,3.99,1455086,10.91,487341,67.98,68.78,SD,17,9,8.98,8.28,0,10.2,3.6,6.8,15.4,Tidak Prioritas
2023,16,Sumatera Selatan,1613,Musi Rawas Utara,195962,5937.8,33.00245882,86.25,73.43,68.57,5.11,1968165,18.26,604903,69.55,69.63,SD,22,9,13.74,7.49,0,18.5,7.8,15.9,33.1,Prioritas
2023,16,Sumatera Selatan,1671,Kota Palembang,1706371,352.51,4840.631471,96.71,93.17,95.16,7.49,2321726,10.22,643356,64.4,81.72,SMA,241,40,36.62,4.59,0,16.1,6.1,11.5,18.9,Tidak Prioritas
2023,16,Sumatera Selatan,1672,Kota Prabumulih,200673,447.31,448.6217612,95.69,92.39,96.44,5.05,1552232,11.23,649951,73.47,78.07,SMA,44,9,40.64,8.09,0,12.5,7.8,9.1,15.4,Tidak Prioritas
2023,16,Sumatera Selatan,1673,Kota Pagar Alam,147836,625.91,236.193702,88.58,83.15,61.28,2.71,1865778,8.88,408917,81.74,73.25,SMP,33,7,20.51,10.23,0,8.4,9.2,5.3,23.3,Prioritas
2023,16,Sumatera Selatan,1674,Kota Lubuk Linggau,242976,367.73,660.7456558,97.52,91.3,86.05,5.64,2373799,12.65,583867,78.68,78.36,SMP,39,10,27.98,7.84,0,13.8,4.7,9,17.5,Tidak Prioritas
2023,17,Bengkulu,1701,Bengkulu Selatan,171500,1220.21,140.5495775,62.72,90.52,83.81,3.56,1620519,17.51,467762,50.01,74.06,SMP,49,13,17.6,9.16,0,9.8,9.1,14.9,24,Prioritas
2023,17,Bengkulu,1702,Rejang Lebong,285700,1548.99,184.4427659,56.37,90,64.41,2.94,2050221,14.79,566433,60.77,74.43,SMP,61,23,12.32,11.66,0,12.5,9.3,5.3,28.6,Prioritas
2023,17,Bengkulu,1703,Bengkulu Utara,306700,4481.99,68.42942532,84.11,88.22,82.84,3.33,1972109,11.29,459171,60.72,72.27,SMP,42,28,20.73,7.49,1,14.2,2.8,7.1,21.6,Prioritas
